0 0.1 0 0 0 0 0 0 0 0 1162 1162 0 0 0 1 -0.87 -561.625 0 16 955.5
0.0555556 0.188889 0 0 0 0 0 0 0 0 1162 1162 0 0 0 0.888889 32.56 -525 0 18.2222 947.944
0.111111 0.277778 0 0 0 0 0 0 0 0 1162 1162 0 0 0 0.777778 65.99 -488.375 0 20.4444 940.389
0.166667 0.366667 0 0 0 0 0 0 0 0 1162 1162 0 0 0 0.666667 99.42 -451.75 0 22.6667 932.833
0.222222 0.455556 0 0 0 0 0 0 0 0 1162 1162 0 0 0 0.555556 132.85 -415.125 0 24.8889 925.278
0.277778 0.544444 0 0 0 0 0 0 0 0 1162 1162 0 0 0 0.444444 166.28 -378.5 0 27.1111 917.722
0.333333 0.633333 0 0 0 0 0 0 0 0 1162 1162 0 0 0 0.333333 199.71 -341.875 0 29.3333 910.167
0.388889 0.722222 0 0 0 0 0 0 0 0 1162 1162 0 0 0 0.222222 233.14 -305.25 0 31.5556 902.611
0.444444 0.811111 0 0 0 0 0 0 0 0 1162 1162 0 0 0 0.111111 266.57 -268.625 0 33.7778 895.056
0.5 0.9 0 0 0 0 0 0 0 0 1162 1162 0 0 0 0 300 -232 0 36 887.5
