0 0.1 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 173.081 -517.919 0 16 914.5
0.0555556 0.188889 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 190.559 -500.798 0 18.2222 906.944
0.111111 0.277778 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 208.036 -483.678 0 20.4444 899.389
0.166667 0.366667 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 225.514 -466.557 0 22.6667 891.833
0.222222 0.455556 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 242.991 -449.436 0 24.8889 884.278
0.277778 0.544444 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 260.469 -432.316 0 27.1111 876.722
0.333333 0.633333 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 277.946 -415.195 0 29.3333 869.167
0.388889 0.722222 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 295.424 -398.074 0 31.5556 861.611
0.444444 0.811111 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 312.901 -380.954 0 33.7778 854.056
0.5 0.9 0 0 0 0 0 0 0 0 1270 1270 0 0 0 0 330.379 -363.833 0 36 846.5
